system,case_id,task_id,split,has_defect,trap_id,spec_visible,trap_class,detected,detected_lenient,false_alarm,tests_emitted,sound_counterexamples,unsound_claims,flakes,reported_verdict,llm_calls,input_tokens,output_tokens,usd,wall_ms,error
abl_no_barrier,allocate_money__v1,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,10,14229,5010,0.117837,15281,
abl_no_barrier,csv_rfc4180__t20,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,8,10876,5159,0.110013,9848,
abl_no_barrier,csv_rfc4180__v0,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,14,22543,7130,0.174579,18811,
abl_no_barrier,csv_rfc4180__v1,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,13,19601,6835,0.161328,17892,
abl_no_barrier,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,11,16182,6073,0.139641,16559,
abl_no_barrier,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,17,29631,8359,0.212350,27002,
abl_no_barrier,full_jitter_backoff__t22,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,12,15098,4720,0.116094,20119,
abl_no_barrier,full_jitter_backoff__t42,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,12,15098,4720,0.116094,20192,
abl_no_barrier,full_jitter_backoff__t46,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,10,13619,4855,0.113682,15766,
abl_no_barrier,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,1,1,0,1,1,0,0,DEFECT,16,23320,5925,0.158835,21259,
abl_no_barrier,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,12,16639,5497,0.132372,21520,
abl_no_barrier,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,12,16639,5497,0.132372,19766,
abl_no_barrier,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,1,0,1,0,DEFECT,15,26173,5156,0.153049,22886,
abl_no_gate,allocate_money__t21,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,12835,3621,0.092820,23600,
abl_no_gate,allocate_money__v0,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13493,3498,0.092949,20760,
abl_no_gate,allocate_money__v1,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13493,3498,0.092949,18089,
abl_no_gate,csv_rfc4180__t20,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13024,3532,0.092052,19049,
abl_no_gate,csv_rfc4180__v0,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,12,16537,5322,0.129441,19445,
abl_no_gate,csv_rfc4180__v1,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,12,16537,5322,0.129441,19617,
abl_no_gate,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,14,20831,5018,0.137763,20867,
abl_no_gate,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,14,20815,5019,0.137730,20381,
abl_no_gate,full_jitter_backoff__t22,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,12,14831,3550,0.097743,19051,
abl_no_gate,full_jitter_backoff__t42,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,12,14831,3550,0.097743,19304,
abl_no_gate,full_jitter_backoff__t46,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,12,14831,3550,0.097743,19440,
abl_no_gate,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,1,1,0,1,1,0,0,DEFECT,14,19264,4123,0.119637,21441,
abl_no_gate,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,12,15597,3582,0.100521,19779,
abl_no_gate,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,12,15597,3582,0.100521,19416,
abl_no_gate,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,12,17502,3024,0.097866,19390,
abl_no_memory,allocate_money__t21,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,8,9608,3215,0.077049,15409,
abl_no_memory,allocate_money__v0,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,9,11337,3244,0.082671,14643,
abl_no_memory,allocate_money__v1,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,9,11337,3244,0.082671,15143,
abl_no_memory,csv_rfc4180__t20,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13024,3532,0.092052,20836,
abl_no_memory,csv_rfc4180__v0,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,15444,5199,0.124317,16339,
abl_no_memory,csv_rfc4180__v1,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,15444,5199,0.124317,16796,
abl_no_memory,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,13,19675,4869,0.132060,19463,
abl_no_memory,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,13,19659,4870,0.132027,18970,
abl_no_memory,full_jitter_backoff__t22,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13683,3357,0.091404,16883,
abl_no_memory,full_jitter_backoff__t42,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13683,3357,0.091404,17184,
abl_no_memory,full_jitter_backoff__t46,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13683,3357,0.091404,17509,
abl_no_memory,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,1,1,0,1,1,0,0,DEFECT,14,19264,4123,0.119637,20599,
abl_no_memory,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,10,13284,3301,0.089367,16708,
abl_no_memory,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,10,13284,3301,0.089367,15115,
abl_no_memory,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,12,17502,3024,0.097866,18399,
abl_no_oracle,allocate_money__t21,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,8,9608,3215,0.077049,15264,
abl_no_oracle,allocate_money__v0,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,9,11337,3244,0.082671,15850,
abl_no_oracle,allocate_money__v1,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,9,11337,3244,0.082671,16159,
abl_no_oracle,csv_rfc4180__t20,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13024,3532,0.092052,19765,
abl_no_oracle,csv_rfc4180__v0,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,15444,5199,0.124317,15619,
abl_no_oracle,csv_rfc4180__v1,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,15444,5199,0.124317,16078,
abl_no_oracle,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,13,19675,4869,0.132060,18526,
abl_no_oracle,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,13,19659,4870,0.132027,17938,
abl_no_oracle,full_jitter_backoff__t22,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13683,3357,0.091404,16543,
abl_no_oracle,full_jitter_backoff__t42,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13683,3357,0.091404,16929,
abl_no_oracle,full_jitter_backoff__t46,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13683,3357,0.091404,16364,
abl_no_oracle,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,1,1,0,1,1,0,0,DEFECT,13,17425,4041,0.112890,21754,
abl_no_oracle,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,10,13284,3301,0.089367,14860,
abl_no_oracle,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,10,13284,3301,0.089367,14656,
abl_no_oracle,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,12,17502,3024,0.097866,18378,
abl_no_property,allocate_money__t21,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,8,9678,2886,0.072324,16444,
abl_no_property,allocate_money__v0,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,9,11417,2914,0.077961,17242,
abl_no_property,allocate_money__v1,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,9,11417,2914,0.077961,16943,
abl_no_property,csv_rfc4180__t20,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,12,15147,3752,0.101721,20338,
abl_no_property,csv_rfc4180__v0,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,15534,5125,0.123477,16290,
abl_no_property,csv_rfc4180__v1,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,15534,5125,0.123477,16319,
abl_no_property,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,12,18601,4576,0.124443,19545,
abl_no_property,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,0,0,0,0,NEEDS_HUMAN,12,18585,4624,0.125115,19524,
abl_no_property,full_jitter_backoff__t22,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13748,3372,0.091824,18971,
abl_no_property,full_jitter_backoff__t42,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13748,3372,0.091824,18517,
abl_no_property,full_jitter_backoff__t46,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13748,3372,0.091824,18314,
abl_no_property,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,1,1,0,1,1,0,0,DEFECT,13,17835,3805,0.110580,19546,
abl_no_property,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,10,13377,3566,0.093621,17673,
abl_no_property,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,10,13377,3566,0.093621,9620,
abl_no_property,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,0,0,0,0,NEEDS_HUMAN,11,14680,3052,0.089820,10815,
abl_no_referee,allocate_money__t21,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,8,9608,3215,0.077049,15776,
abl_no_referee,allocate_money__v0,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,9,11337,3244,0.082671,16064,
abl_no_referee,allocate_money__v1,allocate_money,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,9,11337,3244,0.082671,15493,
abl_no_referee,csv_rfc4180__t20,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,13024,3532,0.092052,18335,
abl_no_referee,csv_rfc4180__v0,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,15444,5199,0.124317,14809,
abl_no_referee,csv_rfc4180__v1,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,NEEDS_HUMAN,11,15444,5199,0.124317,14694,
abl_no_referee,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,2,0,2,0,DEFECT,15,19808,5119,0.130155,28161,
abl_no_referee,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,0,0,0,1,0,1,0,DEFECT,15,19797,4908,0.129033,24373,
abl_no_referee,full_jitter_backoff__t22,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,1,0,1,0,DEFECT,12,13741,3433,0.090710,20340,
abl_no_referee,full_jitter_backoff__t42,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,1,0,1,0,DEFECT,12,13741,3433,0.090710,20024,
abl_no_referee,full_jitter_backoff__t46,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,0,0,0,1,0,1,0,DEFECT,12,13741,3433,0.090710,19444,
abl_no_referee,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",0,algorithm-identity/formula-substitution,1,1,0,1,1,0,0,DEFECT,13,16906,4025,0.111093,23817,
abl_no_referee,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,1,0,1,0,DEFECT,10,12776,3255,0.087153,21322,
abl_no_referee,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,1,0,1,0,DEFECT,10,12776,3255,0.087153,20893,
abl_no_referee,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",0,boundary/off-by-one,0,0,0,1,0,1,0,DEFECT,12,16985,2988,0.095775,24134,
agent_plus_oracle,allocate_money__t21,allocate_money,test,0,,,,0,0,0,0,0,0,0,CLEAN,12,25788,3516,0.130104,2,
agent_plus_oracle,allocate_money__v0,allocate_money,test,0,,,,0,0,0,0,0,0,0,CLEAN,8,21068,3196,0.111144,2,
agent_plus_oracle,allocate_money__v1,allocate_money,test,0,,,,0,0,0,0,0,0,0,CLEAN,6,15532,1702,0.072126,2,
agent_plus_oracle,csv_rfc4180__t20,csv_rfc4180,test,0,,,,0,0,0,1,0,0,0,CLEAN,12,24664,6270,0.168042,4484,
agent_plus_oracle,csv_rfc4180__v0,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,CLEAN,8,23704,2572,0.109692,2,
agent_plus_oracle,csv_rfc4180__v1,csv_rfc4180,test,0,,,,0,0,0,0,0,0,0,CLEAN,6,16920,2540,0.088860,2,
agent_plus_oracle,currency_quantize__t24,currency_quantize,test,0,,,,1,1,1,1,1,0,0,DEFECT,11,23038,3216,0.117354,2611,
agent_plus_oracle,currency_quantize__v11,currency_quantize,test,0,,,,1,1,1,1,1,0,0,DEFECT,13,34117,3781,0.159066,2694,
agent_plus_oracle,currency_quantize__v12,currency_quantize,test,0,,,,0,0,1,1,0,1,0,DEFECT,13,32321,3777,0.153618,2721,
agent_plus_oracle,discount_stacking__t20,discount_stacking,test,0,,,,0,1,1,3,2,1,0,DEFECT,7,15337,3040,0.091611,7974,
agent_plus_oracle,discount_stacking__v0,discount_stacking,test,0,,,,0,0,0,1,0,0,0,CLEAN,12,40580,6312,0.216420,4172,
agent_plus_oracle,discount_stacking__v10,discount_stacking,test,0,,,,1,1,1,1,1,0,0,DEFECT,11,34853,3916,0.163299,3229,
agent_plus_oracle,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,1,1,0,2,2,0,0,DEFECT,10,30170,2790,0.132360,5132,
agent_plus_oracle,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",1,arithmetic/rounding,1,1,0,1,1,0,0,DEFECT,14,46546,4394,0.205548,5584,
